2.07856  2
2.55906  2
1.97858  2
1.94039  2
1.20428  2
1.90227  2
1.92402  2
2.41848  2
2.01307  2
1.99585  2
2.35671  2
2.43319  2
2.23849  2
2.4924  2
2.23067  2
2.53381  2
2.10005  2
1.67781  2
2.09578  2
2.28047  2
2.43693  2
1.67037  2
2.04747  2
2.06097  2
1.81296  2
1.83547  2
1.97072  2
1.84645  2
1.86468  2
2.27481  2
2.3984  2
2.0535  2
2.23168  2
2.1095  2
2.20015  2
2.12714  2
2.02272  2
2.40513  2
1.80135  2
1.55691  2
1.85083  2
1.56252  2
2.19255  2
1.68308  2
2.61664  2
1.88281  2
2.00726  2
1.72778  2
1.92973  2
2.1185  2
3.65544  3
3.76079  3
4.26216  3
4.30919  3
3.84635  3
3.72506  3
3.72515  3
3.83562  3
4.29297  3
4.10809  3
3.59344  3
4.12037  3
3.99826  3
4.03095  3
3.80341  3
3.60031  3
4.19977  3
3.97603  3
4.29683  3
4.45797  3
4.35273  3
3.97849  3
3.52633  3
3.83214  3
4.55956  3
3.92841  3
3.93919  3
3.83789  3
3.5728  3
3.93113  3
3.61586  3
3.95019  3
3.77777  3
3.52527  3
3.99434  3
3.21593  3
3.88242  3
4.4785  3
3.73174  3
3.7405  3
3.63656  3
4.18879  3
3.9701  3
4.17588  3
3.73242  3
4.08399  3
3.85653  3
3.90348  3
3.33317  3
3.85152  3
6.32722  1
5.82585  1
6.23201  1
6.14998  1
6.28325  1
6.20007  1
6.13543  1
6.57734  1
5.99931  1
5.71488  1
5.58254  1
5.29727  1
5.75635  1
5.70069  1
5.78942  1
6.20453  1
5.83592  1
6.19903  1
6.15356  1
5.81596  1
6.19157  1
6.12947  1
6.06561  1
5.99514  1
5.80695  1
5.94821  1
6.65848  1
6.0051  1
6.05534  1
6.47592  1
5.3222  1
5.87675  1
6.20817  1
6.00644  1
6.02283  1
6.09656  1
6.32166  1
5.76348  1
6.02447  1
6.12799  1
6.45053  1
5.79998  1
5.17908  1
5.31794  1
6.09094  1
5.3086  1
5.78333  1
6.10248  1
6.5202  1
6.33248  1
7.92243  0
8.2949  0
7.99422  0
7.85045  0
7.92979  0
7.74053  0
7.81297  0
7.83358  0
7.84014  0
7.53723  0
7.86852  0
7.56555  0
7.86485  0
7.94395  0
7.71144  0
8.15889  0
8.25354  0
7.88435  0
7.92096  0
8.19437  0
7.73457  0
8.00532  0
7.74736  0
7.78228  0
8.05994  0
7.90084  0
8.36932  0
7.99024  0
7.92952  0
7.88421  0
7.83553  0
7.95433  0
7.78113  0
7.42439  0
8.15893  0
7.45406  0
8.21356  0
7.86873  0
7.6167  0
7.6871  0
8.30767  0
7.85141  0
8.72087  0
8.27601  0
7.97088  0
8.32218  0
8.15181  0
7.48129  0
7.76969  0
7.92024  0
